Feelings	Functions	Attributes	Numbers
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,    Work,      	X LENGTH = 67.080908, Y Length = 80.584313, Height = 35.352783, Number of Points = 49.255154, Distribution Seed = 35.254197, Mesh Relaxation = 0.280135, Smooth Level = 1, 	1966
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 67.066341, Y Length = 29.311084, Height = 73.173636, Number of Points = 36.16115, Distribution Seed = 33.444744, Mesh Relaxation = 0.4339, Smooth Level = 1, 	1967
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 55.451074, Y Length = 97.695958, Height = 68.068362, Number of Points = 94.433583, Distribution Seed = 89.168207, Mesh Relaxation = 0.512486, Smooth Level = 1, 	1968
Pensiveness, Sadness, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 94.933752, Y Length = 37.397007, Height = 30.776916, Number of Points = 69.832157, Distribution Seed = 50.639239, Mesh Relaxation = 0.079125, Smooth Level = 1, 	1969
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 92.910979, Y Length = 17.163385, Height = 46.20014, Number of Points = 82.458342, Distribution Seed = 4.247213, Mesh Relaxation = 0.139198, Smooth Level = 2, 	1970
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 96.315877, Y Length = 29.592185, Height = 91.382319, Number of Points = 76.001067, Distribution Seed = 52.841539, Mesh Relaxation = 0.96581, Smooth Level = 2, 	1971
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 65.007681, Y Length = 32.824696, Height = 22.378114, Number of Points = 5.884767, Distribution Seed = 68.938478, Mesh Relaxation = 0.013016, Smooth Level = 1, 	1972
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,   Facilities, Work,      	X LENGTH = 99.581102, Y Length = 57.343917, Height = 46.462912, Number of Points = 52.395709, Distribution Seed = 30.009874, Mesh Relaxation = 0.403751, Smooth Level = 1, 	1973
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 30.916194, Y Length = 20.613922, Height = 49.895542, Number of Points = 57.185822, Distribution Seed = 61.874583, Mesh Relaxation = 0.717316, Smooth Level = 2, 	1974
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 39.101741, Y Length = 41.246768, Height = 58.131534, Number of Points = 56.949108, Distribution Seed = 28.634481, Mesh Relaxation = 0.718325, Smooth Level = 1, 	1975
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,      	X LENGTH = 88.195365, Y Length = 61.216043, Height = 85.770467, Number of Points = 70.494925, Distribution Seed = 80.070005, Mesh Relaxation = 0.400181, Smooth Level = 1, 	1976
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 83.391113, Y Length = 64.850504, Height = 98.029347, Number of Points = 37.211517, Distribution Seed = 12.72355, Mesh Relaxation = 0.311345, Smooth Level = 1, 	1977
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 95.408624, Y Length = 21.647002, Height = 71.740631, Number of Points = 16.388844, Distribution Seed = 56.405964, Mesh Relaxation = 0.83413, Smooth Level = 1, 	1978
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 28.876562, Y Length = 37.397061, Height = 13.73313, Number of Points = 36.611641, Distribution Seed = 77.093783, Mesh Relaxation = 0.16505, Smooth Level = 1, 	1979
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 67.346993, Y Length = 32.08661, Height = 42.542907, Number of Points = 63.691284, Distribution Seed = 57.070032, Mesh Relaxation = 0.616868, Smooth Level = 2, 	1980
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 81.464004, Y Length = 58.219487, Height = 96.794081, Number of Points = 65.157543, Distribution Seed = 39.705088, Mesh Relaxation = 0.747172, Smooth Level = 1, 	1981
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 55.211951, Y Length = 82.317252, Height = 49.768677, Number of Points = 90.679227, Distribution Seed = 98.445481, Mesh Relaxation = 0.229005, Smooth Level = 1, 	1982
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 68.073231, Y Length = 58.674444, Height = 55.145488, Number of Points = 7.549335, Distribution Seed = 29.197215, Mesh Relaxation = 0.892818, Smooth Level = 1, 	1983
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 24.705622, Y Length = 84.937128, Height = 46.272093, Number of Points = 91.91276, Distribution Seed = 71.259184, Mesh Relaxation = 0.411966, Smooth Level = 2, 	1984
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 14.918489, Y Length = 45.014675, Height = 86.391989, Number of Points = 4.146136, Distribution Seed = 85.358558, Mesh Relaxation = 0.532764, Smooth Level = 1, 	1985
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 37.222047, Y Length = 25.662556, Height = 88.81638, Number of Points = 16.739431, Distribution Seed = 23.667609, Mesh Relaxation = 0.923694, Smooth Level = 1, 	1986
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 60.216505, Y Length = 49.945791, Height = 47.615989, Number of Points = 75.424721, Distribution Seed = 2.530215, Mesh Relaxation = 0.278006, Smooth Level = 1, 	1987
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 53.689387, Y Length = 99.62242, Height = 97.1899, Number of Points = 72.988116, Distribution Seed = 90.838385, Mesh Relaxation = 0.518583, Smooth Level = 1, 	1988
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 20.643542, Y Length = 56.513472, Height = 83.568651, Number of Points = 98.497277, Distribution Seed = 42.886876, Mesh Relaxation = 0.371407, Smooth Level = 1, 	1989
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Amazement, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 65.799821, Y Length = 75.39083, Height = 25.245851, Number of Points = 36.029136, Distribution Seed = 4.342669, Mesh Relaxation = 0.634947, Smooth Level = 1, 	1990
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 76.221404, Y Length = 35.652019, Height = 62.535868, Number of Points = 44.266633, Distribution Seed = 61.750679, Mesh Relaxation = 0.638818, Smooth Level = 1, 	1991
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 90.770403, Y Length = 64.656986, Height = 36.916247, Number of Points = 46.088538, Distribution Seed = 72.321254, Mesh Relaxation = 0.910738, Smooth Level = 1, 	1992
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 24.568304, Y Length = 64.117818, Height = 96.553868, Number of Points = 63.318658, Distribution Seed = 28.977501, Mesh Relaxation = 0.050326, Smooth Level = 1, 	1993
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 36.815133, Y Length = 28.073883, Height = 90.415092, Number of Points = 84.265642, Distribution Seed = 54.270992, Mesh Relaxation = 0.60677, Smooth Level = 1, 	1994
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	Habitation,          	X LENGTH = 32.96626, Y Length = 60.883255, Height = 33.786034, Number of Points = 94.275824, Distribution Seed = 40.87541, Mesh Relaxation = 0.448164, Smooth Level = 1, 	1995
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 86.59776, Y Length = 39.729113, Height = 64.580537, Number of Points = 73.611961, Distribution Seed = 47.861934, Mesh Relaxation = 0.603359, Smooth Level = 1, 	1996
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 23.126725, Y Length = 12.914416, Height = 20.064518, Number of Points = 31.065018, Distribution Seed = 56.361117, Mesh Relaxation = 0.503578, Smooth Level = 1, 	1997
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 24.966012, Y Length = 95.622758, Height = 21.505057, Number of Points = 81.487748, Distribution Seed = 95.899785, Mesh Relaxation = 0.586112, Smooth Level = 1, 	1998
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 18.517466, Y Length = 25.326539, Height = 86.807341, Number of Points = 56.815724, Distribution Seed = 2.884292, Mesh Relaxation = 0.53442, Smooth Level = 1, 	1999
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 30.892336, Y Length = 92.59008, Height = 70.620773, Number of Points = 67.743114, Distribution Seed = 55.306711, Mesh Relaxation = 0.973117, Smooth Level = 1, 	2000
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 65.49953, Y Length = 20.550026, Height = 52.622254, Number of Points = 14.031724, Distribution Seed = 68.264605, Mesh Relaxation = 0.903555, Smooth Level = 1, 	2001
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 13.244806, Y Length = 11.413401, Height = 33.830916, Number of Points = 37.877652, Distribution Seed = 24.742797, Mesh Relaxation = 0.752748, Smooth Level = 1, 	2002
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 72.348624, Y Length = 38.652637, Height = 61.97478, Number of Points = 10.856663, Distribution Seed = 10.041003, Mesh Relaxation = 0.390257, Smooth Level = 1, 	2003
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 45.723986, Y Length = 32.120177, Height = 57.10953, Number of Points = 39.278265, Distribution Seed = 76.562628, Mesh Relaxation = 0.947806, Smooth Level = 1, 	2004
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 48.164717, Y Length = 77.116493, Height = 32.070149, Number of Points = 52.584514, Distribution Seed = 79.404969, Mesh Relaxation = 0.375172, Smooth Level = 1, 	2005
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 46.042429, Y Length = 68.439018, Height = 64.517737, Number of Points = 96.594617, Distribution Seed = 86.41281, Mesh Relaxation = 0.174924, Smooth Level = 1, 	2006
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	Habitation,          	X LENGTH = 46.676253, Y Length = 89.819047, Height = 76.036337, Number of Points = 48.983927, Distribution Seed = 45.931967, Mesh Relaxation = 0.854365, Smooth Level = 2, 	2007
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Amazement, Surprise, Distraction, 	Habitation,          	X LENGTH = 61.93594, Y Length = 84.565583, Height = 47.305145, Number of Points = 78.427594, Distribution Seed = 28.828528, Mesh Relaxation = 0.799417, Smooth Level = 1, 	2008
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 80.378456, Y Length = 44.479486, Height = 26.59711, Number of Points = 76.527653, Distribution Seed = 38.055162, Mesh Relaxation = 0.700621, Smooth Level = 1, 	2009
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 39.730588, Y Length = 16.854696, Height = 17.277928, Number of Points = 61.0573, Distribution Seed = 77.30123, Mesh Relaxation = 0.793197, Smooth Level = 1, 	2010
Serenity, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 83.857629, Y Length = 65.955438, Height = 49.220661, Number of Points = 96.325752, Distribution Seed = 66.994309, Mesh Relaxation = 0.129926, Smooth Level = 2, 	2011
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 91.633411, Y Length = 79.242108, Height = 25.330593, Number of Points = 32.73177, Distribution Seed = 57.162536, Mesh Relaxation = 0.843486, Smooth Level = 2, 	2012
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 10.414883, Y Length = 74.892459, Height = 53.203852, Number of Points = 96.773533, Distribution Seed = 14.263468, Mesh Relaxation = 0.866602, Smooth Level = 1, 	2013
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 58.719622, Y Length = 42.336533, Height = 18.014032, Number of Points = 31.932639, Distribution Seed = 85.609828, Mesh Relaxation = 0.114095, Smooth Level = 1, 	2014
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 56.535686, Y Length = 19.010433, Height = 39.772429, Number of Points = 61.880423, Distribution Seed = 92.3828, Mesh Relaxation = 0.373614, Smooth Level = 2, 	2015
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 81.160296, Y Length = 25.465654, Height = 80.896107, Number of Points = 35.962998, Distribution Seed = 25.290792, Mesh Relaxation = 0.502489, Smooth Level = 2, 	2016
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 79.741664, Y Length = 19.235919, Height = 10.13639, Number of Points = 26.365309, Distribution Seed = 32.794379, Mesh Relaxation = 0.479123, Smooth Level = 1, 	2017
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 10.246259, Y Length = 23.29274, Height = 24.270608, Number of Points = 67.863432, Distribution Seed = 87.949952, Mesh Relaxation = 0.68346, Smooth Level = 1, 	2018
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 62.594321, Y Length = 18.994194, Height = 72.502039, Number of Points = 45.685258, Distribution Seed = 65.739658, Mesh Relaxation = 0.293341, Smooth Level = 1, 	2019
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,   Facilities, Work,   Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 40.254715, Y Length = 71.969364, Height = 67.65548, Number of Points = 67.546024, Distribution Seed = 54.256678, Mesh Relaxation = 0.392415, Smooth Level = 2, 	2020
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	          	X LENGTH = 35.497867, Y Length = 41.610466, Height = 16.403071, Number of Points = 99.618761, Distribution Seed = 8.65531, Mesh Relaxation = 0.35878, Smooth Level = 2, 	2021
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 89.034477, Y Length = 19.045232, Height = 93.771073, Number of Points = 52.714603, Distribution Seed = 14.152036, Mesh Relaxation = 0.224029, Smooth Level = 1, 	2022
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting,  Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 80.071609, Y Length = 36.903489, Height = 91.283354, Number of Points = 90.521432, Distribution Seed = 54.309313, Mesh Relaxation = 0.519353, Smooth Level = 1, 	2023
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 53.794203, Y Length = 80.354217, Height = 13.55911, Number of Points = 79.126937, Distribution Seed = 73.80369, Mesh Relaxation = 0.096042, Smooth Level = 2, 	2024
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 27.70963, Y Length = 36.828825, Height = 49.601852, Number of Points = 6.530027, Distribution Seed = 15.50438, Mesh Relaxation = 0.6023, Smooth Level = 1, 	2025
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	          	X LENGTH = 26.802312, Y Length = 17.073603, Height = 38.609319, Number of Points = 90.026979, Distribution Seed = 80.213741, Mesh Relaxation = 0.985971, Smooth Level = 1, 	2026
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 76.262422, Y Length = 30.073602, Height = 65.770613, Number of Points = 65.042981, Distribution Seed = 76.707439, Mesh Relaxation = 0.308644, Smooth Level = 1, 	2027
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 12.29938, Y Length = 25.7362, Height = 44.145867, Number of Points = 53.086786, Distribution Seed = 63.164651, Mesh Relaxation = 0.301225, Smooth Level = 1, 	2028
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 54.732334, Y Length = 92.256427, Height = 60.836591, Number of Points = 59.014466, Distribution Seed = 46.86108, Mesh Relaxation = 0.455855, Smooth Level = 1, 	2029
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 67.824183, Y Length = 61.890373, Height = 22.259106, Number of Points = 85.927916, Distribution Seed = 67.611075, Mesh Relaxation = 0.530829, Smooth Level = 2, 	2030
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	          	X LENGTH = 96.147296, Y Length = 35.578743, Height = 25.678017, Number of Points = 55.166994, Distribution Seed = 47.911756, Mesh Relaxation = 0.936339, Smooth Level = 1, 	2031
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 53.564903, Y Length = 87.413569, Height = 50.001909, Number of Points = 23.683996, Distribution Seed = 46.383561, Mesh Relaxation = 0.538222, Smooth Level = 2, 	2032
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 19.433104, Y Length = 99.125316, Height = 40.279965, Number of Points = 20.543525, Distribution Seed = 96.40738, Mesh Relaxation = 0.943867, Smooth Level = 1, 	2033
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 43.216064, Y Length = 28.308345, Height = 92.958704, Number of Points = 20.23984, Distribution Seed = 71.111493, Mesh Relaxation = 0.391421, Smooth Level = 1, 	2034
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,  Work,      	X LENGTH = 14.667026, Y Length = 62.507577, Height = 57.674595, Number of Points = 49.084602, Distribution Seed = 40.06434, Mesh Relaxation = 0.31962, Smooth Level = 1, 	2035
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 50.540151, Y Length = 35.348983, Height = 64.162892, Number of Points = 24.554611, Distribution Seed = 56.171636, Mesh Relaxation = 0.360861, Smooth Level = 1, 	2036
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 90.923751, Y Length = 67.635965, Height = 20.73035, Number of Points = 4.97896, Distribution Seed = 54.57837, Mesh Relaxation = 0.190355, Smooth Level = 1, 	2037
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 68.503513, Y Length = 38.904814, Height = 43.340124, Number of Points = 31.53814, Distribution Seed = 65.794707, Mesh Relaxation = 0.679093, Smooth Level = 1, 	2038
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 86.666823, Y Length = 42.064488, Height = 44.410542, Number of Points = 92.486329, Distribution Seed = 64.18879, Mesh Relaxation = 0.056959, Smooth Level = 1, 	2039
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,   Facilities, Work,      	X LENGTH = 82.997558, Y Length = 49.252438, Height = 78.846276, Number of Points = 20.956073, Distribution Seed = 59.714103, Mesh Relaxation = 0.267972, Smooth Level = 1, 	2040
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 75.41274, Y Length = 18.146785, Height = 26.513759, Number of Points = 97.827108, Distribution Seed = 57.508844, Mesh Relaxation = 0.261044, Smooth Level = 1, 	2041
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 87.284281, Y Length = 43.450379, Height = 27.819418, Number of Points = 46.252317, Distribution Seed = 53.149848, Mesh Relaxation = 0.016948, Smooth Level = 2, 	2042
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,         	X LENGTH = 26.997139, Y Length = 20.368151, Height = 79.34078, Number of Points = 96.359564, Distribution Seed = 39.282731, Mesh Relaxation = 0.436818, Smooth Level = 1, 	2043
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation, Horizontal Circulation,  Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 13.767693, Y Length = 77.458076, Height = 92.17178, Number of Points = 64.60776, Distribution Seed = 12.346092, Mesh Relaxation = 0.204999, Smooth Level = 2, 	2044
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 17.108476, Y Length = 71.934868, Height = 59.713277, Number of Points = 79.213704, Distribution Seed = 26.902697, Mesh Relaxation = 0.629132, Smooth Level = 2, 	2045
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 58.104747, Y Length = 10.654951, Height = 59.494021, Number of Points = 27.018514, Distribution Seed = 34.883324, Mesh Relaxation = 0.839585, Smooth Level = 1, 	2046
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,      	X LENGTH = 98.466669, Y Length = 56.485133, Height = 58.684014, Number of Points = 70.192754, Distribution Seed = 63.055634, Mesh Relaxation = 0.447169, Smooth Level = 1, 	2047
